song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP40447,Chair house.,Connie Durham,Himself short.,Country,1999-02-12,241.0,79,92705747,English,No,Atlantic Records,Tiffany Lowe,Kelli Mills,
SP13236,Organization itself owner.,Barbara Mcclure,National hard.,Electronic,1997-05-24,220.0,18,40929671,French,No,Atlantic Records,Bryan Norman,David Turner,Hannah Marshall
SP31339,Catch mind girl.,Amy Harrell,Natural.,Folk,2013-02-28,269.0,81,75022651,English,Yes,Indie,Megan Williams,Jason Hill,Amy Pierce
SP9783,Age edge.,Earl Warren,Up.,Electronic,1997-10-21,250.0,34,68432872,English,Yes,Warner Music,Sherry Owen,Robert Davis,Jennifer Maddox
SP7821,Point adult table.,Tammy Simpson,Information.,Electronic,2010-08-29,176.0,63,58639673,English,Yes,Warner Music,Maria Mitchell,Mary Frank,Savannah Hess
SP39291,Instead their.,Courtney Robinson,Protect life.,Jazz,2012-01-01,295.0,7,70895654,English,No,Def Jam,Sherri Romero,Lauren Gomez,
SP49872,House forward focus.,Geoffrey Spencer,Heart difficult.,Hip-Hop,2024-01-15,178.0,1,69948483,English,Yes,Universal Music,Ryan Thomas,Barry Rodriguez,
SP9046,Huge long.,James Banks,Adult pressure.,Electronic,1997-08-05,207.0,69,35264420,English,No,Universal Music,Danielle Perry,Dorothy Davis,
SP22145,Other chair sell.,Teresa Johnson,Easy hear.,Electronic,2008-12-03,,80,55842128,English,No,Universal Music,Stacy Love,Sandra Barker,
SP7486,End.,Laura Mitchell,Hold something.,Hip-Hop,1996-04-26,272.0,98,29293446,English,Yes,Atlantic Records,Donna Salinas,Leslie Singh,Charles Palmer
SP8054,Full stand identify green.,Dr. Yolanda Ward,Rest see.,Reggae,1995-06-22,261.0,56,89929778,English,No,Sony Music,Maxwell Thompson,Jennifer Jones,
SP39201,Despite interesting.,Luke King,Subject professor.,Electronic,2021-08-22,232.0,27,67117505,English,No,Warner Music,Karen Sherman,Ricky Ramirez DDS,Anthony Stephenson MD
SP28485,My.,Cynthia Morgan,Appear.,Electronic,2024-04-08,272.0,18,713760,Spanish,No,Def Jam,Tyler Mckinney,Morgan Lee,
SP31370,Phone meet.,Joseph Frank,Defense last.,Electronic,2023-08-08,239.0,25,78592280,English,Yes,Universal Music,Thomas Whitaker,Joseph Greer MD,
SP4547,Current camera trouble.,Shawn Robinson,Able speech.,Country,2019-06-18,219.0,10,19543925,English,Yes,Indie,Nancy Jones,Tonya Robinson,
SP34730,Lay.,Katherine Hoffman,Feeling source.,Pop,2006-08-04,168.0,92,75766278,English,Yes,Atlantic Records,Anna Smith,James Ramirez,
SP1129,About well.,Jesse Snyder,Reveal course.,Electronic,1996-06-24,185.0,68,7623620,English,Yes,Warner Music,Eric Matthews,Timothy Foster,Tiffany Woods
SP28946,Agent behavior present.,Rebecca Rose,Plan.,Pop,2006-09-21,242.0,82,59176869,English,Yes,Universal Music,Alan Myers,Cynthia Hernandez,
SP2270,Spend.,Michael Patterson,Others.,Classical,2020-03-09,194.0,78,13748946,English,No,Def Jam,Abigail Jackson,Suzanne Silva,
SP5093,Card far social.,Lisa Fields PhD,Close.,Hip-Hop,1997-10-16,185.0,40,58309056,Spanish,Yes,Sony Music,Jasmine Daniels,Richard Thomas,
SP6829,Their visit surface pick.,Gregory Garcia,Approach.,Electronic,2005-09-14,206.0,42,94703814,French,Yes,Sony Music,Gloria Arnold,Peter Neal,
SP32664,On technology.,Gary Wheeler,Pull sign.,Hip-Hop,2016-03-02,,38,83556568,Japanese,No,Universal Music,Jennifer Barrera,Heather Butler,
SP28471,Scene car.,Harry Valdez,Perform.,Classical,1996-07-26,130.0,38,57869652,English,Yes,Warner Music,Robert Carr,Emily Velazquez,Christy Holmes
SP25511,Medical many.,Frank Schwartz,Support relationship.,Electronic,2000-05-20,,13,26787752,English,Yes,Warner Music,Destiny Ellis,Nicole Gardner,
SP27307,Financial bill.,Kevin Vaughan,Option city.,Electronic,2015-04-13,242.0,68,93584630,English,Yes,Warner Music,Samantha Montgomery,Leon Byrd,Jerry Baker
SP34361,Specific recently important.,Crystal Davis,Rest.,Folk,1994-12-02,270.0,64,25026530,English,No,Def Jam,Michael Hodge,Joshua Shelton,Colleen Elliott
SP4091,Large including low.,George Hopkins,Yard Mr.,R&B,1994-12-13,266.0,14,10319781,English,No,Indie,Samantha Jones,Suzanne Pierce,
SP1348,Important door even.,Lauren Gutierrez,Economy.,Classical,1995-03-20,273.0,93,97829252,English,Yes,Warner Music,Lisa Pace,Nicholas Johnson,
SP24934,Skin.,Michael Davis,That.,Jazz,2003-04-30,217.0,51,7103460,English,No,Atlantic Records,Michelle Atkins,Matthew Beck,
SP36395,Skill we increase nor.,Caleb Gonzalez,Appear.,Electronic,2020-08-07,201.0,7,67435475,English,No,Universal Music,Christopher Cameron,Timothy Reed,Jamie Davis
SP47603,So write brother.,Timothy Brown,Difference.,Country,1999-04-07,320.0,69,30263944,English,Yes,Universal Music,Carolyn House,John Garza,
SP31530,Detail inside.,Julie Estes,Last.,Hip-Hop,2005-11-14,226.0,22,96763055,,No,Universal Music,Todd Harris,Elizabeth Jensen,
SP4759,Industry dark road.,William Reynolds,Approach prove.,Electronic,2005-03-19,264.0,11,46615673,English,No,Warner Music,Danielle Hoover,Margaret Bailey,
SP13227,Myself save.,Michael Baker,Four.,Hip-Hop,2000-01-14,258.0,15,34403651,English,No,Universal Music,Matthew Williams,Derek Walker,
SP12156,Wonder receive break.,Matthew Mann,Establish little.,Folk,2016-10-08,174.0,1,83142214,,Yes,Sony Music,Misty Hughes,Patricia Sparks,Troy Mcdaniel
SP10869,Mission.,Raymond Williams,Parent.,Pop,1998-10-30,,30,16659160,English,No,Warner Music,Raymond Ellis,Michelle Howard,
SP20367,Significant age oil partner.,Melissa Cabrera DDS,When.,Electronic,1994-10-14,254.0,19,46545172,English,No,Warner Music,Rachel Scott,Christopher Boyle,
SP46014,Black president this.,Rebecca Bailey,Exactly.,Electronic,2018-11-22,180.0,67,90133599,English,Yes,Def Jam,Kelsey Rice,Timothy Evans,
SP21105,Level perhaps.,Tracy Lewis,Suddenly require.,Classical,2012-10-23,231.0,53,15417664,English,Yes,Sony Music,Amber White,Carl Martin,Alexander Smith
SP8903,View environmental pass.,Jon Hogan,Change often.,Country,2009-07-18,187.0,71,722908,Spanish,Yes,Warner Music,Stacy Jensen,Mary Spears,
SP1268,Could nothing.,Karl Vega,Training food.,Folk,2007-11-06,207.0,18,99532371,English,Yes,Atlantic Records,Dana Gordon,Curtis Reyes,Matthew Carroll
SP14262,Carry ok.,Brenda Norris,Ready.,Pop,2015-11-19,98.0,2,60994139,English,No,Universal Music,Kyle Barnett,Heidi Thomas,
SP3186,Yourself seat under.,Dr. Darryl Perry,Fire when.,Pop,2004-09-15,212.0,2,15828632,English,Yes,Warner Music,Angela Mcdonald,Rachel Sanchez,Marcus Curry
SP21813,People future nice.,Kelly Walter,Officer.,Hip-Hop,2023-11-21,189.0,59,58301447,,No,Universal Music,Joseph Thompson,Jennifer Huynh,
SP12741,Start test.,Steven Brown,Music.,Electronic,1999-12-13,,68,24606468,Korean,No,Universal Music,Jared Pham,Bryan Ramirez,
SP12981,Garden pay well.,Shirley Austin,Computer.,Classical,2015-01-05,333.0,49,81278165,English,Yes,Sony Music,Michael Rose,Danielle Turner,Deanna Flores
SP21775,Character company line pretty.,Alexandra Huynh,Say tough.,Classical,1997-12-15,,71,59031653,Spanish,Yes,Warner Music,Stephanie Brown,Tony Jones,
SP29407,Wind admit money.,Shawn Henderson,Fine bar.,Electronic,2004-01-24,331.0,39,68894320,English,No,Universal Music,Jacob Harris,Rachel Gutierrez,
SP16908,Necessary true.,Erin Holt,Season.,Pop,1995-10-23,217.0,78,68551574,English,Yes,Indie,Oscar Jimenez,Karen Wright,Natalie Moore
SP43738,Notice now star.,Richard Matthews,May world.,Jazz,1997-10-15,244.0,63,1078259,English,Yes,Warner Music,Jordan Rosales,Jacob Adams,
SP47428,Government well summer.,John Brown,Share behavior.,Hip-Hop,2012-02-06,210.0,28,68729947,Spanish,Yes,Def Jam,Robert Bowen,Michael Oconnor,Rebecca Perez
SP2339,Close western.,Jason Harmon,Among.,Pop,2015-12-03,301.0,4,90878226,English,Yes,Sony Music,Larry Stark,Abigail Williams,
SP40617,Mrs add almost.,Katherine Lee,Forward.,Pop,2020-10-27,249.0,77,31454223,English,Yes,Indie,Jonathan Gutierrez,Tiffany Moreno,
SP41045,Total church war.,Denise Anderson,Ahead measure.,Reggae,2018-02-14,213.0,41,65843337,French,Yes,Atlantic Records,Michael Garcia,William Miller,Robert Griffith
SP10071,Walk summer.,Jerry Wilkerson,Size movie.,Electronic,2016-11-06,284.0,91,14778254,Korean,Yes,Sony Music,Timothy Williams,Michael Mason,
SP6611,Include end.,Patty Jones,Choice to.,Jazz,2017-10-27,304.0,86,99774623,English,Yes,Indie,James Russell,Vanessa Greene,
SP21145,Reflect than water.,Brian Hughes,Others.,Jazz,1994-10-30,150.0,32,12016492,English,No,Warner Music,Karen Bell,Stephanie Sweeney,
SP1417,Drug must concern.,Briana Macias,During.,Electronic,1998-09-14,208.0,96,78685081,English,Yes,Atlantic Records,Kelly Martin,Stacy Pena,
SP15514,Million write.,Keith Mcdonald,Capital.,Hip-Hop,2009-12-04,237.0,82,39323994,English,Yes,Indie,Jeffrey Anderson,Laura Thomas,
SP43372,Live ever.,Jimmy Miller,Assume.,Pop,2007-12-26,151.0,87,74492216,English,No,Def Jam,Sean Neal,David Jones,Kathy Marquez
SP26637,Up science.,Raymond Burns,Production win.,Pop,2011-09-06,302.0,21,93400058,English,No,Atlantic Records,Matthew Stevens,Matthew Williams,Garrett Jones
SP19178,Education likely.,Crystal Foster,Mrs.,Hip-Hop,2016-08-11,147.0,97,28192287,German,Yes,Sony Music,Steven Kim,April Richards,
SP13153,Unit that serious.,Peter Moody,Seek.,Pop,1998-04-22,308.0,35,96253640,Japanese,No,Sony Music,Brittney Valentine,Benjamin Werner,Krystal Miller
SP30381,Key floor.,Julia Ellison,Thought star.,Hip-Hop,1997-11-22,299.0,70,61350492,,No,Indie,Terry Fischer,Shannon Alexander,
SP24330,Save every.,Stacy Sanchez,Lead.,Pop,2003-01-20,252.0,43,82083302,Korean,No,Indie,Clayton Turner,Craig Ponce,Mr. Logan Jones
SP30327,Station join continue car.,Dustin Gamble,Individual maybe.,Electronic,2023-05-15,226.0,84,61983004,Spanish,Yes,Indie,Tyrone Jackson,Barbara Peterson,
SP3520,Another teach.,Rebecca Bates,Church lot.,Reggae,2011-10-21,174.0,28,45040184,French,No,Sony Music,Julie Cruz,Amanda Hanna,
SP13256,Record behind forget employee.,Alexis Calderon,Reduce worker.,Hip-Hop,2007-08-07,253.0,71,74710504,English,No,Def Jam,Michelle Davis,Joel Brown,Tammy Lewis
SP4518,Thought position yeah.,Jeffery Copeland PhD,Up.,R&B,2013-10-15,,35,72564342,English,No,Atlantic Records,Lisa Hooper,Taylor Campos,Haley Morgan
SP8898,Popular upon prevent.,Jacqueline Hodge,Everything since.,Electronic,2014-07-02,346.0,71,15122978,English,Yes,Indie,Amanda Reed,Teresa Davis,
SP35269,Exactly quickly.,Anthony Hopkins,If.,Electronic,2021-12-20,150.0,41,43903491,English,No,Atlantic Records,Michael Massey,Charles Warren,Joseph Parker
SP41427,Myself suffer order.,Mary Serrano,Western push.,Electronic,2001-06-30,307.0,96,46997304,,Yes,Def Jam,Cathy Lee,Jessica Mccoy,Mark Anderson
SP8841,Price discuss again.,Joshua Lloyd,Somebody eye.,Hip-Hop,2013-11-14,,69,65809964,English,No,Def Jam,Alison Singleton,Elizabeth Adams,
SP5122,Product executive.,Joshua Maddox,Hope become.,Pop,2005-05-31,253.0,79,11124240,English,No,Universal Music,Katherine Carey,James Watson,Kathy Whitehead
SP36660,Fill follow key.,Michelle Frederick,Notice.,Electronic,1995-02-10,242.0,25,92911952,English,No,Indie,Samuel Hall,Megan Moon,
SP30937,Product foreign.,Joseph Valenzuela,Position.,Hip-Hop,1997-10-22,244.0,24,21203679,English,No,Indie,Nancy Bush,Ashley Nash,
SP11722,Cause.,Kelly Santos,Job size.,Jazz,2018-06-14,278.0,19,27464223,English,Yes,Universal Music,Daniel Sheppard,Andrea Garcia,
SP5316,Seek catch.,Jessica Bradford,Lose.,Jazz,2018-09-25,268.0,93,25163997,English,Yes,Warner Music,Scott Morrison,David Martinez,
SP13360,Receive unit trip.,Jessica Bryant,Home although.,Electronic,2005-06-20,234.0,49,135322,English,No,Universal Music,Frank Ward,Amber Wilson,
SP10848,System Democrat allow.,Sarah Pham,I.,Jazz,2017-11-08,221.0,7,74704402,Spanish,No,Def Jam,Elaine Cervantes,Jackson Johnson,Paula Carter
SP12864,Clearly although.,Bobby Hatfield,Others.,Electronic,1995-02-08,186.0,62,24142523,English,No,Universal Music,Elizabeth Williams,Martin Buchanan,
SP32111,Month establish.,Mark Thompson,Difficult.,Pop,2022-10-06,212.0,52,40337764,English,No,Indie,Michael Dean,Shawn Lane,
SP28350,Manager already.,Joshua Hamilton,Democratic usually.,Hip-Hop,2014-02-02,162.0,76,63083186,English,Yes,Indie,Brian Simmons,Kevin Mills,Heather Smith
SP22286,Economic age.,Joseph Malone,Pretty.,Folk,2006-03-19,195.0,4,43813702,English,Yes,Atlantic Records,Sonya Oconnell,Roger Payne,
SP45043,True want yeah affect.,Michael Tran,Find.,Pop,2005-09-14,244.0,58,13151974,English,No,Universal Music,Alexandra Lewis,Anthony Oliver,Dakota Brown
SP21888,My level scene.,Kelly Hudson,Do.,Jazz,2004-01-17,285.0,72,3087365,Korean,Yes,Atlantic Records,Catherine Chen,Deborah Potts,
SP43771,Sell person could.,Maria Bird,Moment street.,Electronic,2013-06-28,266.0,36,94305130,French,No,Sony Music,Marcus Hughes,Clayton Cross,Darlene Duke
SP49722,Computer hotel top.,Bryan Harris,Plant.,Hip-Hop,2000-12-02,232.0,59,86418498,English,No,Atlantic Records,Jessica Klein MD,Joe Walker,Gabriel Simon
SP1118,Miss may go.,Ashley Hernandez,Safe choose.,Electronic,2020-02-21,198.0,9,23470289,French,Yes,Indie,Matthew Guzman,Katherine Smith,
SP39923,Nothing.,Michael Jimenez,Figure.,Hip-Hop,2018-08-08,331.0,24,78561720,English,No,Warner Music,Jennifer Smith,Ashley Bradford,
SP39463,Rule fly community.,Yolanda Moore,Arrive.,Pop,2010-10-29,186.0,3,41919105,Spanish,Yes,Atlantic Records,Donna Miller,Michael Hunt,
SP40606,Hard occur.,Harold Chaney,Letter.,Hip-Hop,2001-08-04,296.0,49,96469874,English,No,Indie,Lisa Goodwin,Daniel Snyder,Ronald Thompson
SP13324,Suggest reach.,Kimberly David,Generation.,Country,2011-06-23,284.0,73,47855425,English,No,Sony Music,Victoria Rocha,Lindsay Klein,
SP27460,Sister ever heavy.,Justin Hicks,Development fact.,Country,2003-03-19,253.0,80,10390003,Italian,Yes,Sony Music,Stephanie Harris,Deborah Johnson,
SP40715,Teacher world brother.,Carla Spears,Happy student.,Electronic,2012-03-14,163.0,97,97514409,English,Yes,Universal Music,Jason Brady,Sara Chan,
SP31487,Major total here.,Kristi Gallagher,Simply Republican.,Hip-Hop,1996-12-22,230.0,33,72316897,,Yes,Indie,Steven Brown,Travis Burns,
SP46522,Generation source.,Michael Woodward,Wind.,Folk,2014-09-10,231.0,65,26830153,English,Yes,Atlantic Records,Matthew Hill,Matthew Ramirez,
SP14623,Part maybe parent me.,Sarah Knight,Down woman.,Jazz,2020-08-05,211.0,15,45286278,English,No,Warner Music,Laura Lynch,Cody Wolfe,Jamie Delacruz
SP19418,Head machine over.,Maria Gillespie,Else.,Pop,2006-03-09,223.0,30,44575178,English,Yes,Warner Music,Stephanie Lopez,Brandon Johnson,
SP26689,Identify show.,Gregory Smith,Budget.,Folk,2009-02-03,243.0,13,62714800,Spanish,No,Sony Music,Christine Moss,Daniel Moreno,
SP4948,Reflect great often.,Mitchell Giles,Red.,Electronic,2004-12-22,339.0,77,14858326,Italian,No,Sony Music,Aaron Pierce,Kristy Taylor,
SP29378,State degree think.,Laura Lam,Condition policy.,Electronic,2003-04-12,244.0,49,66954589,English,Yes,Def Jam,Melinda Montes,Brian Vasquez,Lauren Rice
SP13158,Recently can.,Melissa Sullivan,Officer on.,Pop,2010-02-10,344.0,88,85812507,English,No,Sony Music,Kathryn Glover,Lee Thomas,
SP33686,Great will artist.,Jamie Mclaughlin,Discuss decade.,Electronic,2021-12-10,221.0,93,76749801,English,No,Universal Music,Jenna Peters,Kenneth Graham,
SP13207,Up notice.,John Johnson,News.,Reggae,2014-11-03,278.0,12,74141891,French,No,Def Jam,Susan Simpson,Jonathan Bruce,
SP25479,Then front.,Michael Todd,Step.,Hip-Hop,2006-03-14,169.0,37,77000435,Italian,Yes,Def Jam,Tammy Johnson,Catherine Lloyd,
SP2349,Pattern product.,Alex Garner,Get.,Electronic,2003-08-22,174.0,43,35668664,English,No,Def Jam,Glenn Holland,Jamie Gonzalez,
SP18578,Shoulder door church.,Michael Jones,Think.,R&B,2022-08-15,298.0,5,66769473,Japanese,No,Warner Music,Jennifer Sellers,David Carpenter,
SP29096,Information attention.,Angel Jarvis,Authority.,Classical,2011-03-06,262.0,57,62413902,Spanish,No,Def Jam,Kristopher Rodgers,Stacey Bennett,
SP16083,Pass computer back.,Jacqueline Graham,Help.,Pop,2005-10-20,269.0,10,23494483,,No,Atlantic Records,Jon Anderson,James Kramer,
SP22510,Star against improve final.,James Munoz,Long blood.,Jazz,2016-12-14,,68,77582579,English,Yes,Indie,Danielle Castaneda,Amber Lane,Lisa Montgomery
SP40303,Provide produce happen.,Deborah Santos,Fight.,Reggae,2008-10-05,292.0,92,59055913,English,No,Indie,Megan Sosa,Matthew Butler,
SP27610,Old least.,Abigail Frazier,Pull laugh.,Electronic,2011-05-28,254.0,86,45117052,Italian,No,Atlantic Records,Gary Jimenez,Becky Peterson,Keith Wallace
SP30585,Author face what.,Scott Reed,Team.,Electronic,2001-01-07,240.0,44,26218225,English,Yes,Def Jam,James Rodriguez,Todd Romero,Mary Carpenter
SP45222,Value ready anything.,Tanner White,Wall fall.,Hip-Hop,2004-07-01,268.0,87,81673636,Spanish,Yes,Def Jam,Steven Copeland,Melvin Yu,Brittany Sullivan
SP3116,Hear group.,Timothy Alvarez,Garden fish.,Pop,2016-09-16,287.0,21,65500507,English,No,Def Jam,Yvette Brennan,Randall Vance,
SP21851,Movement laugh clearly.,Christina Taylor,Dinner consider.,Pop,2017-07-23,229.0,82,80611463,German,No,Universal Music,Gabrielle Thomas,Patricia Tran,
SP36538,Drive physical add.,Kirsten Gonzalez,Forward before.,Classical,2006-12-14,195.0,34,63603150,English,Yes,Indie,Michael Wilson,Morgan Gordon,
SP29979,Government.,Bethany Patel,By cultural.,Pop,1999-01-04,294.0,51,5635088,English,No,Atlantic Records,Bethany Thomas,Joseph Lewis,Peter Martin
SP32540,Far about clearly.,Lisa Fitzgerald,Of.,Hip-Hop,2020-03-20,278.0,65,27532670,English,No,Warner Music,Amanda Browning,Sheri Jenkins,
SP15150,Street choose difficult food.,Edwin Cruz,For.,Pop,2019-07-22,206.0,80,30333725,Spanish,Yes,Universal Music,Jeremy Gonzalez,Tammy Gonzalez,
SP9590,Great environmental history.,Nathan Baker,Structure.,Folk,2024-05-24,303.0,68,52304026,English,Yes,Indie,Johnny Owens,Christopher Christian,
SP44627,Plant subject.,Sheila Ramirez,Notice factor.,R&B,2019-05-18,216.0,24,20955741,Korean,No,Warner Music,Cheryl Acosta,Penny Ayala,
SP33892,Explain herself suggest.,Michael Hicks,Four.,Country,2014-11-25,264.0,81,90116413,German,Yes,Atlantic Records,Marcus Browning,Katie Gallagher,
SP46222,Different above bank.,Kimberly Miranda,Peace.,Pop,2024-09-02,198.0,94,93289049,English,No,Warner Music,Aimee Roberts,Travis Bradshaw,Margaret White
SP30107,Sell focus.,Jake Williams,Hospital.,Jazz,2013-04-30,284.0,13,29744487,English,No,Universal Music,Kimberly Hanson,Kayla Bennett,
SP44702,Strategy left.,Kelly Chandler,Wind.,Electronic,2016-04-24,301.0,18,47943307,French,No,Def Jam,Chelsea Ellis,Kimberly Flynn,
SP41768,Talk along between.,Brendan Davies,Campaign a.,Hip-Hop,2007-10-25,337.0,53,49242547,English,Yes,Universal Music,Michelle Hall,William Lucero,
SP14121,Training thought.,Richard Washington,Politics.,Hip-Hop,2000-07-19,,31,26719743,English,No,Universal Music,Tyler Harris,Katherine Kramer,
SP14620,Charge of.,Erik Arroyo,Child.,Jazz,2014-10-15,241.0,5,17471295,Korean,No,Indie,Joseph Adams,Travis Scott,
SP48464,Television dream.,Sheila Wilson,Watch cut.,Jazz,2008-05-04,178.0,60,29951718,English,Yes,Sony Music,Lori Zuniga,Brandon Jones,
SP32683,Myself level us.,Meagan Reed,Them medical.,Electronic,2021-07-21,193.0,89,43817650,English,Yes,Universal Music,Alexandra Hart,Shawn Hendricks,
SP31272,Within.,Karen Wagner,Grow.,Hip-Hop,2015-11-21,274.0,50,93750977,English,No,Indie,Thomas Adams,Tracy Williams,Frank Hunt
SP46589,Sea.,Brittany Dunn,Large before.,Pop,2018-10-23,241.0,27,87685353,Spanish,No,Warner Music,Jerome Newman,Kelsey Martin,Gregory Griffin
SP30069,Protect man.,Paul Simpson,Son role.,Pop,2019-07-28,,3,84033296,English,Yes,Indie,Mary Ramirez,Brittney Williams,
SP17156,Especially can girl.,Carrie Ford,Listen learn.,Jazz,1995-10-26,208.0,59,97193816,English,Yes,Indie,Gregory Love,Kevin Mccormick,Kevin Stewart
SP29962,History quality.,Michael Elliott,Eight.,Electronic,2005-03-23,326.0,58,25858517,English,Yes,Atlantic Records,Marvin Parsons,Edwin Randall,Lisa Fry
SP5115,Dinner be.,Joseph James,Sport.,Hip-Hop,2007-06-26,340.0,32,79887172,English,Yes,Atlantic Records,Logan Wiley,Norma Ford,Kimberly White
SP31401,Task sometimes they.,Elizabeth Banks,Will.,Pop,2001-07-21,241.0,70,86814021,English,No,Sony Music,Ann Smith,Kimberly Hunt,
SP7839,Across mother.,Christopher Salas,Mrs management.,Electronic,2008-02-27,135.0,83,5881320,Korean,No,Warner Music,Valerie Howell,Brittany Hampton,Tracie Mayo
SP3370,Bill peace.,Tammy Garcia,Tax tax.,Hip-Hop,2008-07-27,187.0,87,15289798,English,Yes,Indie,Mark Lucero DVM,James Michael,
